match_id,tournament,date
615,Pres-Day-Quals-men,2025-02-02
616,Stanford-Open-Mens,2025-02-08
617,Stanford-Open-Mens,2025-02-09
618,Stanford-Open-Mens,2025-02-09
619,Stanford-Open-Mens,2025-02-09
620,Snow-Melt-2025,2025-03-01
621,Snow-Melt-2025,2025-03-01
622,Snow-Melt-2025,2025-03-01
623,Snow-Melt-2025,2025-03-02
624,Snow-Melt-2025,2025-03-02
625,Snow-Melt-2025,2025-03-02
626,Silicon-Valley-Rally-2025,2025-03-15
627,Silicon-Valley-Rally-2025,2025-03-15
628,Silicon-Valley-Rally-2025,2025-03-15
629,Silicon-Valley-Rally-2025,2025-03-16
630,Silicon-Valley-Rally-2025,2025-03-16
631,Pres-Day-Quals-men,2025-02-01
632,Pres-Day-Quals-men,2025-02-02
633,Pres-Day-Quals-men,2025-02-02
634,Pres-Day-Quals-men,2025-02-02
635,Presidents-Day-Invite-2025,2025-02-15
636,Presidents-Day-Invite-2025,2025-02-16
637,Presidents-Day-Invite-2025,2025-02-16
638,Presidents-Day-Invite-2025,2025-02-16
639,Presidents-Day-Invite-2025,2025-02-17
640,Presidents-Day-Invite-2025,2025-02-17
641,Pres-Day-Quals-men,2025-02-01
642,Pres-Day-Quals-men,2025-02-01
643,Pres-Day-Quals-men,2025-02-02
644,Vice-Presidents-Day-Invite-2025,2025-02-15
645,Vice-Presidents-Day-Invite-2025,2025-02-15
646,Vice-Presidents-Day-Invite-2025,2025-02-15
647,Vice-Presidents-Day-Invite-2025,2025-02-16
648,Vice-Presidents-Day-Invite-2025,2025-02-16
649,Santa-Barbara-Invite-2025,2025-01-25
650,Santa-Barbara-Invite-2025,2025-01-25
651,Santa-Barbara-Invite-2025,2025-01-25
652,Santa-Barbara-Invite-2025,2025-01-26
653,Presidents-Day-Invite-2025,2025-02-15
654,Presidents-Day-Invite-2025,2025-02-15
655,Presidents-Day-Invite-2025,2025-02-16
656,Presidents-Day-Invite-2025,2025-02-16
657,Presidents-Day-Invite-2025,2025-02-17
658,Stanford-Invite-2025-Mens,2025-03-08
659,Stanford-Invite-2025-Mens,2025-03-08
660,Stanford-Invite-2025-Mens,2025-03-09
661,Stanford-Invite-2025-Mens,2025-03-09
662,Northwest-Challenge-2025-mens,2025-03-22
663,Northwest-Challenge-2025-mens,2025-03-22
664,Northwest-Challenge-2025-mens,2025-03-22
665,Northwest-Challenge-2025-mens,2025-03-22
666,Northwest-Challenge-2025-mens,2025-03-23
667,Northwest-Challenge-2025-mens,2025-03-23
668,Pres-Day-Quals-men,2025-02-01
669,Pres-Day-Quals-men,2025-02-01
670,Pres-Day-Quals-men,2025-02-02
671,Pres-Day-Quals-men,2025-02-02
672,Sinvite-2025,2025-03-29
673,Sinvite-2025,2025-03-29
674,Sinvite-2025,2025-03-29
675,Sinvite-2025,2025-03-30
676,Santa-Barbara-Invite-2025,2025-01-26
677,Presidents-Day-Invite-2025,2025-02-15
678,Presidents-Day-Invite-2025,2025-02-15
679,Presidents-Day-Invite-2025,2025-02-16
680,Presidents-Day-Invite-2025,2025-02-16
681,Presidents-Day-Invite-2025,2025-02-16
682,Presidents-Day-Invite-2025,2025-02-17
683,Stanford-Invite-2025-Mens,2025-03-08
684,Stanford-Invite-2025-Mens,2025-03-08
685,Stanford-Invite-2025-Mens,2025-03-08
686,Stanford-Invite-2025-Mens,2025-03-09
687,Stanford-Invite-2025-Mens,2025-03-09
688,Northwest-Challenge-2025-mens,2025-03-22
689,Northwest-Challenge-2025-mens,2025-03-22
690,Northwest-Challenge-2025-mens,2025-03-23
691,Northwest-Challenge-2025-mens,2025-03-23
692,Northwest-Challenge-2025-mens,2025-03-23
693,Pres-Day-Quals-men,2025-02-01
694,Pres-Day-Quals-men,2025-02-01
695,Southwest-Showdown-2025,2025-03-29
696,Southwest-Showdown-2025,2025-03-29
697,Southwest-Showdown-2025,2025-03-29
698,Southwest-Showdown-2025,2025-03-30
699,Southwest-Showdown-2025,2025-03-30
700,Santa-Barbara-Invite-2025,2025-01-25
701,Santa-Barbara-Invite-2025,2025-01-25
702,Santa-Barbara-Invite-2025,2025-01-26
703,Santa-Barbara-Invite-2025,2025-01-26
704,Presidents-Day-Invite-2025,2025-02-15
705,Presidents-Day-Invite-2025,2025-02-16
706,Presidents-Day-Invite-2025,2025-02-16
707,Presidents-Day-Invite-2025,2025-02-16
708,Stanford-Invite-2025-Mens,2025-03-08
709,Stanford-Invite-2025-Mens,2025-03-08
710,Stanford-Invite-2025-Mens,2025-03-08
711,Stanford-Invite-2025-Mens,2025-03-09
712,Stanford-Invite-2025-Mens,2025-03-09
713,Northwest-Challenge-2025-mens,2025-03-22
714,Northwest-Challenge-2025-mens,2025-03-23
715,Pres-Day-Quals-men,2025-02-01
716,Stanford-Open-Mens,2025-02-08
717,Stanford-Open-Mens,2025-02-08
718,Stanford-Open-Mens,2025-02-09
719,Stanford-Open-Mens,2025-02-09
720,Silicon-Valley-Rally-2025,2025-03-15
721,Silicon-Valley-Rally-2025,2025-03-15
722,Silicon-Valley-Rally-2025,2025-03-16
723,Florida-Warm-Up-2025,2025-01-31
724,Florida-Warm-Up-2025,2025-01-31
725,Florida-Warm-Up-2025,2025-02-01
726,Florida-Warm-Up-2025,2025-02-01
727,Florida-Warm-Up-2025,2025-02-02
728,Florida-Warm-Up-2025,2025-02-02
729,Smoky-Mountain-Invite-2025,2025-03-01
730,Smoky-Mountain-Invite-2025,2025-03-01
731,Smoky-Mountain-Invite-2025,2025-03-01
732,Smoky-Mountain-Invite-2025,2025-03-01
733,Smoky-Mountain-Invite-2025,2025-03-02
734,Smoky-Mountain-Invite-2025,2025-03-02
735,Smoky-Mountain-Invite-2025,2025-03-02
736,Easterns-2025,2025-03-29
737,Easterns-2025,2025-03-29
738,Easterns-2025,2025-03-29
739,Easterns-2025,2025-03-30
740,Easterns-2025,2025-03-30
741,Midwest-Throwdown-2025,2025-03-01
742,Midwest-Throwdown-2025,2025-03-01
743,Midwest-Throwdown-2025,2025-03-01
744,Midwest-Throwdown-2025,2025-03-02
745,Midwest-Throwdown-2025,2025-03-02
746,Carolina-Kickoff-mens-2025,2025-02-01
747,Carolina-Kickoff-mens-2025,2025-02-01
748,Carolina-Kickoff-mens-2025,2025-02-01
749,Carolina-Kickoff-mens-2025,2025-02-02
750,Carolina-Kickoff-mens-2025,2025-02-02
751,Gopher-Dome-2025,2025-02-08
752,Gopher-Dome-2025,2025-02-08
753,Gopher-Dome-2025,2025-02-08
754,Gopher-Dome-2025,2025-02-08
755,Gopher-Dome-2025,2025-02-08
756,D-III-River-City-Showdown-2025,2025-03-01
757,D-III-River-City-Showdown-2025,2025-03-01
758,D-III-River-City-Showdown-2025,2025-03-02
759,D-III-River-City-Showdown-2025,2025-03-02
760,D-III-River-City-Showdown-2025,2025-03-02
761,Salt-City-Classic,2025-03-22
762,Salt-City-Classic,2025-03-22
763,Salt-City-Classic,2025-03-22
764,Salt-City-Classic,2025-03-22
765,Salt-City-Classic,2025-03-23
766,Salt-City-Classic,2025-03-23
767,Salt-City-Classic,2025-03-23
768,Mid-Atlantic-Warm-Up-2025,2025-01-25
769,Mid-Atlantic-Warm-Up-2025,2025-01-25
770,Mid-Atlantic-Warm-Up-2025,2025-01-25
771,Mid-Atlantic-Warm-Up-2025,2025-01-26
772,Mid-Atlantic-Warm-Up-2025,2025-01-26
773,Queen-City-Tune-Up-2025,2025-02-15
774,Queen-City-Tune-Up-2025,2025-02-15
775,Queen-City-Tune-Up-2025,2025-02-16
776,East-Coast-Invite-2025,2025-03-29
777,East-Coast-Invite-2025,2025-03-29
778,East-Coast-Invite-2025,2025-03-29
779,East-Coast-Invite-2025,2025-03-29
780,East-Coast-Invite-2025,2025-03-30
781,East-Coast-Invite-2025,2025-03-30
782,East-Coast-Invite-2025,2025-03-30
783,Meltdown-2025,2025-03-22
784,Meltdown-2025,2025-03-22
785,Meltdown-2025,2025-03-22
786,Meltdown-2025,2025-03-22
787,Meltdown-2025,2025-03-23
788,Meltdown-2025,2025-03-23
789,Old-Capitol-Open-2025,2025-03-29
790,Old-Capitol-Open-2025,2025-03-29
791,Old-Capitol-Open-2025,2025-03-29
792,Old-Capitol-Open-2025,2025-03-30
793,Carolina-Kickoff-mens-2025,2025-02-01
794,Carolina-Kickoff-mens-2025,2025-02-01
795,Carolina-Kickoff-mens-2025,2025-02-01
796,Carolina-Kickoff-mens-2025,2025-02-02
797,Carolina-Kickoff-mens-2025,2025-02-02
798,Oak-Creek-Challenge-2025,2025-03-01
799,Oak-Creek-Challenge-2025,2025-03-01
800,Oak-Creek-Challenge-2025,2025-03-01
801,Oak-Creek-Challenge-2025,2025-03-02
802,Oak-Creek-Challenge-2025,2025-03-02
803,Oak-Creek-Challenge-2025,2025-03-02
804,East-Coast-Invite-2025,2025-03-29
805,East-Coast-Invite-2025,2025-03-29
806,East-Coast-Invite-2025,2025-03-29
807,East-Coast-Invite-2025,2025-03-29
808,East-Coast-Invite-2025,2025-03-30
809,East-Coast-Invite-2025,2025-03-30
810,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
811,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
812,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
813,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-02
814,Grand-Rapids-Invite-2025,2025-03-15
815,Grand-Rapids-Invite-2025,2025-03-15
816,Grand-Rapids-Invite-2025,2025-03-15
817,Grand-Rapids-Invite-2025,2025-03-15
818,Grand-Rapids-Invite-2025,2025-03-16
819,Grand-Rapids-Invite-2025,2025-03-16
820,Grand-Rapids-Invite-2025,2025-03-16
821,Needle-in-a-Ho-Stack-2025,2025-03-29
822,Needle-in-a-Ho-Stack-2025,2025-03-29
823,Needle-in-a-Ho-Stack-2025,2025-03-29
824,Needle-in-a-Ho-Stack-2025,2025-03-29
825,Needle-in-a-Ho-Stack-2025,2025-03-30
826,Needle-in-a-Ho-Stack-2025,2025-03-30
827,Needle-in-a-Ho-Stack-2025,2025-03-30
828,Garden-State-2025,2025-03-01
829,Garden-State-2025,2025-03-01
830,Garden-State-2025,2025-03-01
831,Garden-State-2025,2025-03-01
832,Garden-State-2025,2025-03-02
833,Garden-State-2025,2025-03-02
834,Ocean-State-Invite-2025,2025-03-29
835,Ocean-State-Invite-2025,2025-03-29
836,Ocean-State-Invite-2025,2025-03-29
837,Ocean-State-Invite-2025,2025-03-30
838,Ocean-State-Invite-2025,2025-03-30
839,Florida-Warm-Up-2025,2025-01-31
840,Florida-Warm-Up-2025,2025-01-31
841,Florida-Warm-Up-2025,2025-01-31
842,Florida-Warm-Up-2025,2025-02-01
843,Florida-Warm-Up-2025,2025-02-02
844,Florida-Warm-Up-2025,2025-02-02
845,Joint-Summit-2025,2025-03-01
846,Joint-Summit-2025,2025-03-01
847,Joint-Summit-2025,2025-03-01
848,Joint-Summit-2025,2025-03-01
849,Joint-Summit-2025,2025-03-02
850,Joint-Summit-2025,2025-03-02
851,Tally-Classic-XIX,2025-03-15
852,Tally-Classic-XIX,2025-03-15
853,Tally-Classic-XIX,2025-03-15
854,Southerns-2025,2025-03-15
855,Southerns-2025,2025-03-15
856,Southerns-2025,2025-03-15
857,Southerns-2025,2025-03-15
858,Southerns-2025,2025-03-15
859,Needle-in-a-Ho-Stack-2025,2025-03-29
860,Needle-in-a-Ho-Stack-2025,2025-03-29
861,Needle-in-a-Ho-Stack-2025,2025-03-29
862,Needle-in-a-Ho-Stack-2025,2025-03-30
863,Needle-in-a-Ho-Stack-2025,2025-03-30
864,Queen-City-Tune-Up-2025,2025-02-15
865,Queen-City-Tune-Up-2025,2025-02-15
866,Queen-City-Tune-Up-2025,2025-02-15
867,Queen-City-Tune-Up-2025,2025-02-16
868,Mens-Centex-2025,2025-03-15
869,Mens-Centex-2025,2025-03-15
870,Mens-Centex-2025,2025-03-15
871,Mens-Centex-2025,2025-03-15
872,Mens-Centex-2025,2025-03-16
873,Mens-Centex-2025,2025-03-16
874,Mens-Centex-2025,2025-03-16
875,Huck-Finn-2025,2025-03-29
876,Huck-Finn-2025,2025-03-29
877,Huck-Finn-2025,2025-03-29
878,Huck-Finn-2025,2025-03-29
879,Huck-Finn-2025,2025-03-30
880,Huck-Finn-2025,2025-03-30
881,Huck-Finn-2025,2025-03-30
882,Stanford-Open-Mens,2025-02-08
883,Stanford-Open-Mens,2025-02-08
884,Silicon-Valley-Rally-2025,2025-03-15
885,Mid-Atlantic-Warm-Up-2025,2025-01-25
886,Mid-Atlantic-Warm-Up-2025,2025-01-25
887,Mid-Atlantic-Warm-Up-2025,2025-01-25
888,Mid-Atlantic-Warm-Up-2025,2025-01-25
889,Mid-Atlantic-Warm-Up-2025,2025-01-26
890,Mid-Atlantic-Warm-Up-2025,2025-01-26
891,Mid-Atlantic-Warm-Up-2025,2025-01-26
892,Easterns-2025,2025-03-29
893,Easterns-2025,2025-03-29
894,Easterns-2025,2025-03-29
895,Easterns-2025,2025-03-29
896,Easterns-2025,2025-03-30
897,Easterns-2025,2025-03-30
898,Mid-Atlantic-Warm-Up-2025,2025-01-25
899,Mid-Atlantic-Warm-Up-2025,2025-01-25
900,Mid-Atlantic-Warm-Up-2025,2025-01-25
901,Mid-Atlantic-Warm-Up-2025,2025-01-26
902,Mid-Atlantic-Warm-Up-2025,2025-01-26
903,Mid-Atlantic-Warm-Up-2025,2025-01-26
904,Huck-Finn-2025,2025-03-29
905,Huck-Finn-2025,2025-03-29
906,Huck-Finn-2025,2025-03-29
907,Huck-Finn-2025,2025-03-29
908,Huck-Finn-2025,2025-03-30
909,Huck-Finn-2025,2025-03-30
910,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
911,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
912,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
913,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-02
914,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-02
915,Spring-Spook,2025-03-15
916,Spring-Spook,2025-03-15
917,Spring-Spook,2025-03-16
918,Spring-Spook,2025-03-16
919,Spring-Spook,2025-03-16
920,DIII-Grand-Prix-2025,2025-02-08
921,DIII-Grand-Prix-2025,2025-02-08
922,DIII-Grand-Prix-2025,2025-02-09
923,DIII-Grand-Prix-2025,2025-02-09
924,DIII-Grand-Prix-2025,2025-02-09
925,Southwest-Showdown-2025,2025-03-29
926,Southwest-Showdown-2025,2025-03-29
927,Southwest-Showdown-2025,2025-03-30
928,Southwest-Showdown-2025,2025-03-30
929,Southwest-Showdown-2025,2025-03-30
930,New-England-Open-2025,2025-03-29
931,New-England-Open-2025,2025-03-29
932,New-England-Open-2025,2025-03-30
933,New-England-Open-2025,2025-03-30
934,New-England-Open-2025,2025-03-30
935,Bulldog-Brawl,2025-02-08
936,Bulldog-Brawl,2025-02-08
937,Bulldog-Brawl,2025-02-08
938,Bulldog-Brawl,2025-02-08
939,Bulldog-Brawl,2025-02-09
940,Bulldog-Brawl,2025-02-09
941,Bulldog-Brawl,2025-02-09
942,Joint-Summit-2025,2025-03-01
943,Joint-Summit-2025,2025-03-01
944,Joint-Summit-2025,2025-03-01
945,Joint-Summit-2025,2025-03-01
946,Joint-Summit-2025,2025-03-02
947,Tally-Classic-XIX,2025-03-15
948,Tally-Classic-XIX,2025-03-15
949,Joint-Summit-2025,2025-03-01
950,Joint-Summit-2025,2025-03-01
951,Joint-Summit-2025,2025-03-01
952,Joint-Summit-2025,2025-03-02
953,Joint-Summit-2025,2025-03-02
954,Huckin-in-the-Hills-XI,2025-03-01
955,Huckin-in-the-Hills-XI,2025-03-02
956,Huckin-in-the-Hills-XI,2025-03-02
957,Bring-The-Huckus-2025,2025-02-22
958,Bring-The-Huckus-2025,2025-02-22
959,Bring-The-Huckus-2025,2025-02-22
960,Bring-The-Huckus-2025,2025-02-22
961,Bring-The-Huckus-2025,2025-02-23
962,Bring-The-Huckus-2025,2025-02-23
963,Bring-The-Huckus-2025,2025-02-23
964,Grand-Northeast-Kickoff-2025,2025-03-09
965,Grand-Northeast-Kickoff-2025,2025-03-09
966,Grand-Northeast-Kickoff-2025,2025-03-09
967,First-State-Invite,2025-03-08
968,First-State-Invite,2025-03-08
969,First-State-Invite,2025-03-08
970,Northeast-Classic-2025,2025-03-29
971,Northeast-Classic-2025,2025-03-29
972,Northeast-Classic-2025,2025-03-29
973,Northeast-Classic-2025,2025-03-30
974,Northeast-Classic-2025,2025-03-30
975,Northeast-Classic-2025,2025-03-30
976,Presidents-Day-Invite-2025,2025-02-15
977,Presidents-Day-Invite-2025,2025-02-15
978,Presidents-Day-Invite-2025,2025-02-16
979,Presidents-Day-Invite-2025,2025-02-16
980,Presidents-Day-Invite-2025,2025-02-17
981,Presidents-Day-Invite-2025,2025-02-17
982,Smoky-Mountain-Invite-2025,2025-03-01
983,Smoky-Mountain-Invite-2025,2025-03-01
984,Smoky-Mountain-Invite-2025,2025-03-01
985,Smoky-Mountain-Invite-2025,2025-03-02
986,Smoky-Mountain-Invite-2025,2025-03-02
987,Easterns-2025,2025-03-29
988,Easterns-2025,2025-03-29
989,Easterns-2025,2025-03-29
990,Easterns-2025,2025-03-30
991,Easterns-2025,2025-03-30
992,DIII-Grand-Prix-2025,2025-02-08
993,DIII-Grand-Prix-2025,2025-02-08
994,DIII-Grand-Prix-2025,2025-02-08
995,DIII-Grand-Prix-2025,2025-02-09
996,DIII-Grand-Prix-2025,2025-02-09
997,Snow-Melt-2025,2025-03-01
998,Snow-Melt-2025,2025-03-01
999,Snow-Melt-2025,2025-03-02
1000,Snow-Melt-2025,2025-03-02
1001,Snow-Melt-2025,2025-03-02
1002,Mens-Centex-2025,2025-03-15
1003,Mens-Centex-2025,2025-03-15
1004,Mens-Centex-2025,2025-03-15
1005,Mens-Centex-2025,2025-03-16
1006,Snow-Melt-2025,2025-03-01
1007,Snow-Melt-2025,2025-03-01
1008,Snow-Melt-2025,2025-03-01
1009,Snow-Melt-2025,2025-03-01
1010,Snow-Melt-2025,2025-03-02
1011,Snow-Melt-2025,2025-03-02
1012,Snow-Melt-2025,2025-03-02
1013,DIII-Grand-Prix-2025,2025-02-08
1014,DIII-Grand-Prix-2025,2025-02-08
1015,DIII-Grand-Prix-2025,2025-02-08
1016,DIII-Grand-Prix-2025,2025-02-09
1017,DIII-Grand-Prix-2025,2025-02-09
1018,Snow-Melt-2025,2025-03-01
1019,Snow-Melt-2025,2025-03-02
1020,Snow-Melt-2025,2025-03-02
1021,Old-Capitol-Open-2025,2025-03-29
1022,Old-Capitol-Open-2025,2025-03-29
1023,Old-Capitol-Open-2025,2025-03-29
1024,Old-Capitol-Open-2025,2025-03-30
1025,Old-Capitol-Open-2025,2025-03-30
1026,Old-Capitol-Open-2025,2025-03-30
1027,Snow-Melt-2025,2025-03-01
1028,Snow-Melt-2025,2025-03-01
1029,Snow-Melt-2025,2025-03-01
1030,Snow-Melt-2025,2025-03-02
1031,Santa-Barbara-Invite-2025,2025-01-25
1032,Santa-Barbara-Invite-2025,2025-01-25
1033,Presidents-Day-Invite-2025,2025-02-15
1034,Presidents-Day-Invite-2025,2025-02-16
1035,Presidents-Day-Invite-2025,2025-02-17
1036,Presidents-Day-Invite-2025,2025-02-17
1037,Huck-Finn-2025,2025-03-29
1038,Huck-Finn-2025,2025-03-29
1039,Huck-Finn-2025,2025-03-29
1040,Huck-Finn-2025,2025-03-29
1041,Huck-Finn-2025,2025-03-30
1042,Huck-Finn-2025,2025-03-30
1043,Snow-Melt-2025,2025-03-01
1044,Snow-Melt-2025,2025-03-02
1045,Snow-Melt-2025,2025-03-02
1046,Free-State-Classic-2025,2025-03-29
1047,Free-State-Classic-2025,2025-03-29
1048,Free-State-Classic-2025,2025-03-29
1049,Free-State-Classic-2025,2025-03-29
1050,Free-State-Classic-2025,2025-03-30
1051,Free-State-Classic-2025,2025-03-30
1052,Free-State-Classic-2025,2025-03-30
1053,New-Year-Fest-2025,2025-01-25
1054,New-Year-Fest-2025,2025-01-25
1055,New-Year-Fest-2025,2025-01-26
1056,Mardi-Gras-XXXVII,2025-02-22
1057,Mardi-Gras-XXXVII,2025-02-22
1058,Mardi-Gras-XXXVII,2025-02-22
1059,Mardi-Gras-XXXVII,2025-02-22
1060,Mens-Centex-2025,2025-03-15
1061,Mens-Centex-2025,2025-03-15
1062,Mens-Centex-2025,2025-03-15
1063,Mens-Centex-2025,2025-03-15
1064,Mens-Centex-2025,2025-03-16
1065,Mens-Centex-2025,2025-03-16
1066,Mens-Centex-2025,2025-03-16
1067,NJ-Warmup-2025,2025-02-08
1068,NJ-Warmup-2025,2025-02-08
1069,NJ-Warmup-2025,2025-02-08
1070,NJ-Warmup-2025,2025-02-08
1071,UMass-Invite-2025,2025-03-01
1072,UMass-Invite-2025,2025-03-01
1073,UMass-Invite-2025,2025-03-01
1074,UMass-Invite-2025,2025-03-02
1075,UMass-Invite-2025,2025-03-02
1076,UMass-Invite-2025,2025-03-02
1077,East-Coast-Invite-2025,2025-03-29
1078,East-Coast-Invite-2025,2025-03-29
1079,East-Coast-Invite-2025,2025-03-29
1080,East-Coast-Invite-2025,2025-03-29
1081,East-Coast-Invite-2025,2025-03-30
1082,East-Coast-Invite-2025,2025-03-30
1083,East-Coast-Invite-2025,2025-03-30
1084,NJ-Warmup-2025,2025-02-08
1085,NJ-Warmup-2025,2025-02-08
1086,NJ-Warmup-2025,2025-02-08
1087,UMass-Invite-2025,2025-03-01
1088,UMass-Invite-2025,2025-03-01
1089,UMass-Invite-2025,2025-03-01
1090,UMass-Invite-2025,2025-03-01
1091,UMass-Invite-2025,2025-03-02
1092,UMass-Invite-2025,2025-03-02
1093,UMass-Invite-2025,2025-03-02
1094,East-Coast-Invite-2025,2025-03-29
1095,East-Coast-Invite-2025,2025-03-29
1096,East-Coast-Invite-2025,2025-03-29
1097,East-Coast-Invite-2025,2025-03-29
1098,East-Coast-Invite-2025,2025-03-30
1099,East-Coast-Invite-2025,2025-03-30
1100,Garden-State-2025,2025-03-01
1101,Garden-State-2025,2025-03-01
1102,Garden-State-2025,2025-03-02
1103,Ocean-State-Invite-2025,2025-03-29
1104,Ocean-State-Invite-2025,2025-03-29
1105,Ocean-State-Invite-2025,2025-03-30
1106,Ocean-State-Invite-2025,2025-03-30
1107,Bring-The-Huckus-2025,2025-02-22
1108,Bring-The-Huckus-2025,2025-02-22
1109,Bring-The-Huckus-2025,2025-02-22
1110,Bring-The-Huckus-2025,2025-02-23
1111,Bring-The-Huckus-2025,2025-02-23
1112,New-England-Open-2025,2025-03-29
1113,New-England-Open-2025,2025-03-29
1114,New-England-Open-2025,2025-03-29
1115,New-England-Open-2025,2025-03-30
1116,New-England-Open-2025,2025-03-30
1117,New-England-Open-2025,2025-03-30
1118,Florida-Warm-Up-2025,2025-01-31
1119,Florida-Warm-Up-2025,2025-01-31
1120,Florida-Warm-Up-2025,2025-01-31
1121,Florida-Warm-Up-2025,2025-02-01
1122,Florida-Warm-Up-2025,2025-02-01
1123,Florida-Warm-Up-2025,2025-02-01
1124,Florida-Warm-Up-2025,2025-02-02
1125,Florida-Warm-Up-2025,2025-02-02
1126,Oak-Creek-Challenge-2025,2025-03-01
1127,Oak-Creek-Challenge-2025,2025-03-01
1128,Oak-Creek-Challenge-2025,2025-03-01
1129,Oak-Creek-Challenge-2025,2025-03-02
1130,Oak-Creek-Challenge-2025,2025-03-02
1131,Oak-Creek-Challenge-2025,2025-03-02
1132,East-Coast-Invite-2025,2025-03-29
1133,East-Coast-Invite-2025,2025-03-30
1134,East-Coast-Invite-2025,2025-03-30
1135,East-Coast-Invite-2025,2025-03-30
1136,Garden-State-2025,2025-03-01
1137,Garden-State-2025,2025-03-02
1138,Garden-State-2025,2025-03-02
1139,Natalies-Animal-Rescue-2025,2025-03-15
1140,Natalies-Animal-Rescue-2025,2025-03-15
1141,Natalies-Animal-Rescue-2025,2025-03-15
1142,Natalies-Animal-Rescue-2025,2025-03-15
1143,Natalies-Animal-Rescue-2025,2025-03-16
1144,Natalies-Animal-Rescue-2025,2025-03-16
1145,Natalies-Animal-Rescue-2025,2025-03-16
1146,Northeast-Classic-2025,2025-03-29
1147,Northeast-Classic-2025,2025-03-29
1148,Northeast-Classic-2025,2025-03-29
1149,Northeast-Classic-2025,2025-03-29
1150,Northeast-Classic-2025,2025-03-30
1151,Northeast-Classic-2025,2025-03-30
1152,Northeast-Classic-2025,2025-03-30
1153,Dust-Bowl-2025,2025-02-22
1154,Dust-Bowl-2025,2025-02-22
1155,Dust-Bowl-2025,2025-02-22
1156,Dust-Bowl-2025,2025-02-23
1157,Dust-Bowl-2025,2025-02-23
1158,Dust-Bowl-2025,2025-02-23
1159,Dust-Bowl-2025,2025-02-23
1160,Huckfest-2025,2025-03-29
1161,Huckfest-2025,2025-03-29
1162,Huckfest-2025,2025-03-29
1163,Huckfest-2025,2025-03-30
1164,Huckfest-2025,2025-03-30
1165,Mid-Atlantic-Warm-Up-2025,2025-01-25
1166,Mid-Atlantic-Warm-Up-2025,2025-01-25
1167,Mid-Atlantic-Warm-Up-2025,2025-01-26
1168,Mid-Atlantic-Warm-Up-2025,2025-01-26
1169,Mid-Atlantic-Warm-Up-2025,2025-01-26
1170,Easterns-Qualifier-2025,2025-02-22
1171,Easterns-Qualifier-2025,2025-02-22
1172,Easterns-Qualifier-2025,2025-02-22
1173,Easterns-Qualifier-2025,2025-02-23
1174,Easterns-Qualifier-2025,2025-02-23
1175,Mens-Centex-2025,2025-03-15
1176,Mens-Centex-2025,2025-03-15
1177,Mens-Centex-2025,2025-03-15
1178,Mens-Centex-2025,2025-03-15
1179,Mens-Centex-2025,2025-03-16
1180,Mens-Centex-2025,2025-03-16
1181,Jersey-Devil-2025,2025-03-22
1182,Jersey-Devil-2025,2025-03-22
1183,Jersey-Devil-2025,2025-03-22
1184,Jersey-Devil-2025,2025-03-22
1185,Jersey-Devil-2025,2025-03-23
1186,Jersey-Devil-2025,2025-03-23
1187,Jersey-Devil-2025,2025-03-23
1188,2025-Commonwealth-Cup-Weekend-1,2025-02-15
1189,2025-Commonwealth-Cup-Weekend-1,2025-02-16
1190,2025-Commonwealth-Cup-Weekend-1,2025-02-16
1191,Grand-Rapids-Invite-2025,2025-03-15
1192,Grand-Rapids-Invite-2025,2025-03-15
1193,Grand-Rapids-Invite-2025,2025-03-15
1194,Grand-Rapids-Invite-2025,2025-03-16
1195,Grand-Rapids-Invite-2025,2025-03-16
1196,Huck-Finn-2025,2025-03-29
1197,Huck-Finn-2025,2025-03-29
1198,Huck-Finn-2025,2025-03-30
1199,Huck-Finn-2025,2025-03-30
1200,Huck-Finn-2025,2025-03-30
1201,2025-Commonwealth-Cup-Weekend-1,2025-02-15
1202,2025-Commonwealth-Cup-Weekend-1,2025-02-15
1203,2025-Commonwealth-Cup-Weekend-1,2025-02-15
1204,2025-Commonwealth-Cup-Weekend-1,2025-02-16
1205,2025-Commonwealth-Cup-Weekend-1,2025-02-16
1206,D-III-River-City-Showdown-2025,2025-02-28
1207,D-III-River-City-Showdown-2025,2025-03-01
1208,D-III-River-City-Showdown-2025,2025-03-01
1209,D-III-River-City-Showdown-2025,2025-03-01
1210,D-III-River-City-Showdown-2025,2025-03-02
1211,D-III-River-City-Showdown-2025,2025-03-02
1212,D-III-River-City-Showdown-2025,2025-03-02
1213,Easterns-2025,2025-03-29
1214,Easterns-2025,2025-03-29
1215,Easterns-2025,2025-03-29
1216,Easterns-2025,2025-03-29
1217,Easterns-2025,2025-03-30
1218,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
1219,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
1220,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-02
