match_id,team_id,opponent_id,points_for,points_against
698,282,271,13,7
699,271,5,1,13
699,5,271,13,1
700,245,226,8,13
700,226,245,13,8
701,245,136,13,4
701,136,245,4,13
702,245,280,6,4
702,280,245,4,6
703,245,244,7,8
703,244,245,8,7
704,245,235,10,9
704,235,245,9,10
705,245,256,13,7
705,256,245,7,13
706,245,226,7,11
706,226,245,11,7
707,245,264,9,13
707,264,245,13,9
708,245,256,13,7
708,256,245,7,13
709,245,127,13,6
709,127,245,6,13
710,245,112,13,7
710,112,245,7,13
711,245,249,13,6
711,249,245,6,13
712,245,234,13,11
712,234,245,11,13
713,245,250,15,12
713,250,245,12,15
714,245,244,12,13
714,244,245,13,12
715,276,131,13,2
715,131,276,2,13
716,276,282,12,4
716,282,276,4,12
717,276,126,12,10
717,126,276,10,12
718,276,128,9,10
718,128,276,10,9
719,276,254,12,8
719,254,276,8,12
720,276,277,13,3
720,277,276,3,13
721,276,128,8,9
721,128,276,9,8
722,276,128,8,7
722,128,276,7,8
723,57,112,13,2
723,112,57,2,13
724,57,250,11,9
724,250,57,9,11
725,57,60,13,1
725,60,57,1,13
726,57,230,13,9
726,230,57,9,13
727,57,263,13,9
727,263,57,9,13
728,57,286,13,10
728,286,57,10,13
729,57,35,13,6
729,35,57,6,13
730,57,233,13,12
730,233,57,12,13
731,57,235,11,9
731,235,57,9,11
732,57,262,15,9
732,262,57,9,15
733,57,264,15,12
733,264,57,12,15
734,57,286,13,15
734,286,57,15,13
735,57,260,12,15
735,260,57,15,12
736,57,32,12,6
736,32,57,6,12
737,57,281,13,9
737,281,57,9,13
738,57,230,13,2
738,230,57,2,13
739,57,264,12,15
739,264,57,15,12
740,57,287,13,9
740,287,57,9,13
741,290,291,6,9
741,291,290,9,6
742,290,292,6,12
742,292,290,12,6
743,290,293,1,13
743,293,290,13,1
744,290,294,11,4
744,294,290,4,11
745,290,176,9,8
745,176,290,8,9
746,8,75,11,13
746,75,8,13,11
747,8,63,11,13
747,63,8,13,11
748,8,159,13,9
748,159,8,9,13
749,8,295,12,15
749,295,8,15,12
750,8,159,15,10
750,159,8,10,15
751,8,296,12,6
751,296,8,6,12
752,8,297,13,4
752,297,8,4,13
753,8,298,13,3
753,298,8,3,13
754,8,299,13,1
754,299,8,1,13
755,8,293,13,7
755,293,8,7,13
756,8,10,13,2
756,10,8,2,13
757,8,9,13,6
757,9,8,6,13
758,8,186,9,11
758,186,8,11,9
759,8,185,11,10
759,185,8,10,11
760,8,11,13,8
760,11,8,8,13
761,300,301,2,13
761,301,300,13,2
762,300,205,8,13
762,205,300,13,8
763,300,146,10,13
763,146,300,13,10
764,300,109,1,13
764,109,300,13,1
765,300,302,13,11
765,302,300,11,13
766,300,110,14,13
766,110,300,13,14
767,300,146,15,7
767,146,300,7,15
768,33,66,9,7
768,66,33,7,9
769,33,34,12,9
769,34,33,9,12
770,33,65,9,11
770,65,33,11,9
771,33,107,14,13
771,107,33,13,14
772,33,106,9,15
772,106,33,15,9
773,33,32,9,10
773,32,33,10,9
774,33,31,6,13
774,31,33,13,6
775,33,229,7,10
775,229,33,10,7
776,33,303,11,15
776,303,33,15,11
777,33,110,10,9
777,110,33,9,10
778,33,159,9,8
778,159,33,8,9
779,33,34,12,11
779,34,33,11,12
780,33,303,8,10
780,303,33,10,8
781,33,106,11,8
781,106,33,8,11
782,33,159,5,7
782,159,33,7,5
783,304,305,7,10
783,305,304,10,7
784,304,293,0,13
784,293,304,13,0
785,304,306,3,13
785,306,304,13,3
786,304,307,10,11
786,307,304,11,10
787,304,308,2,9
787,308,304,9,2
788,304,177,1,10
788,177,304,10,1
789,304,309,13,5
789,309,304,5,13
790,304,174,3,13
790,174,304,13,3
791,304,299,4,13
791,299,304,13,4
792,304,310,4,9
792,310,304,9,4
793,295,303,10,13
793,303,295,13,10
794,295,311,11,13
794,311,295,13,11
795,295,158,8,13
795,158,295,13,8
796,295,184,13,10
796,184,295,10,13
797,295,311,13,10
797,311,295,10,13
798,295,77,11,9
798,77,295,9,11
799,295,147,13,0
799,147,295,0,13
800,295,312,10,6
800,312,295,6,10
801,295,313,12,7
801,313,295,7,12
802,295,68,8,7
802,68,295,7,8
803,295,314,9,10
803,314,295,10,9
804,295,314,9,8
804,314,295,8,9
805,295,204,8,9
805,204,295,9,8
806,295,172,15,4
806,172,295,4,15
807,295,106,11,10
807,106,295,10,11
808,295,205,8,9
808,205,295,9,8
809,295,159,9,13
809,159,295,13,9
810,168,22,1,13
810,22,168,13,1
811,168,166,7,4
811,166,168,4,7
812,168,167,7,6
812,167,168,6,7
813,168,315,9,13
813,315,168,13,9
814,316,155,10,15
814,155,316,15,10
815,316,257,10,13
815,257,316,13,10
816,316,61,9,14
816,61,316,14,9
817,316,173,10,9
817,173,316,9,10
818,316,317,4,15
818,317,316,15,4
819,316,13,6,15
819,13,316,15,6
820,316,291,9,11
820,291,316,11,9
821,316,318,13,8
821,318,316,8,13
822,316,319,8,10
822,319,316,10,8
823,316,39,3,12
823,39,316,12,3
824,316,116,7,9
824,116,316,9,7
825,316,320,5,15
825,320,316,15,5
826,316,114,11,8
826,114,316,8,11
827,316,318,11,2
827,318,316,2,11
828,214,321,9,7
828,321,214,7,9
829,214,219,6,7
829,219,214,7,6
830,214,322,8,7
830,322,214,7,8
831,214,216,7,8
831,216,214,8,7
832,214,145,8,10
832,145,214,10,8
833,214,144,8,2
833,144,214,2,8
834,214,212,2,13
834,212,214,13,2
835,214,143,6,5
835,143,214,5,6
836,214,213,11,4
836,213,214,4,11
837,214,210,1,15
837,210,214,15,1
838,214,212,4,15
838,212,214,15,4
839,59,231,5,13
839,231,59,13,5
840,59,203,8,11
840,203,59,11,8
841,59,233,0,13
841,233,59,13,0
842,59,237,8,13
842,237,59,13,8
843,59,112,7,13
843,112,59,13,7
844,59,38,8,11
844,38,59,11,8
845,59,323,12,3
845,323,59,3,12
846,59,324,13,2
846,324,59,2,13
847,59,325,13,4
847,325,59,4,13
848,59,318,15,6
848,318,59,6,15
849,59,161,15,11
849,161,59,11,15
850,59,116,15,12
850,116,59,12,15
851,59,199,15,13
851,199,59,13,15
852,59,197,13,8
852,197,59,8,13
853,59,161,6,7
853,161,59,7,6
854,117,114,13,5
854,114,117,5,13
855,117,36,13,4
855,36,117,4,13
856,117,323,10,3
856,323,117,3,10
857,117,113,9,5
857,113,117,5,9
858,117,36,15,5
858,36,117,5,15
859,117,116,12,8
859,116,117,8,12
860,117,326,13,2
860,326,117,2,13
861,117,325,13,4
861,325,117,4,13
862,117,36,15,7
862,36,117,7,15
863,117,39,6,13
863,39,117,13,6
864,62,287,13,12
864,287,62,12,13
865,62,303,13,7
865,303,62,7,13
866,62,106,13,12
866,106,62,12,13
867,62,287,0,11
867,287,62,11,0
868,62,232,12,8
868,232,62,8,12
869,62,279,10,9
869,279,62,9,10
870,62,263,8,11
870,263,62,11,8
871,62,237,12,8
871,237,62,8,12
872,62,135,15,10
872,135,62,10,15
873,62,287,8,13
873,287,62,13,8
874,62,237,10,15
874,237,62,15,10
875,62,317,8,12
875,317,62,12,8
876,62,105,15,6
876,105,62,6,15
877,62,249,8,6
877,249,62,6,8
878,62,58,7,15
878,58,62,15,7
879,62,41,8,12
879,41,62,12,8
880,62,249,10,8
880,249,62,8,10
881,62,327,7,11
881,327,62,11,7
882,277,285,3,12
882,285,277,12,3
883,277,125,3,13
883,125,277,13,3
884,277,128,7,12
884,128,277,12,7
885,328,106,7,13
885,106,328,13,7
886,328,10,13,6
886,10,328,6,13
887,328,207,13,8
887,207,328,8,13
888,328,81,1,13
888,81,328,13,1
889,328,65,8,14
889,65,328,14,8
890,328,77,10,13
890,77,328,13,10
891,328,72,7,13
891,72,328,13,7
892,328,187,1,13
892,187,328,13,1
893,328,188,0,13
893,188,328,13,0
894,328,329,11,4
894,329,328,4,11
895,328,185,3,13
895,185,328,13,3
896,328,186,5,15
896,186,328,15,5
897,328,330,8,15
897,330,328,15,8
898,327,72,12,11
898,72,327,11,12
899,327,68,13,2
899,68,327,2,13
900,327,107,11,10
900,107,327,10,11
901,327,65,9,11
901,65,327,11,9
902,327,81,14,10
902,81,327,10,14
903,327,185,12,10
903,185,327,10,12
904,327,44,15,10
904,44,327,10,15
905,327,20,15,8
905,20,327,8,15
906,327,43,15,8
906,43,327,8,15
907,327,105,10,9
907,105,327,9,10
908,327,58,7,15
908,58,327,15,7
909,327,227,11,10
909,227,327,10,11
910,331,268,3,15
910,268,331,15,3
911,331,169,7,15
911,169,331,15,7
912,331,315,7,9
912,315,331,9,7
913,331,22,8,13
913,22,331,13,8
914,331,167,13,8
914,167,331,8,13
915,331,21,9,8
915,21,331,8,9
916,331,20,6,8
916,20,331,8,6
917,331,19,7,15
917,19,331,15,7
918,331,21,8,15
918,21,331,15,8
919,331,169,13,7
919,169,331,7,13
920,7,239,7,13
920,239,7,13,7
921,7,3,12,6
921,3,7,6,12
922,7,6,9,13
922,6,7,13,9
923,7,11,13,9
923,11,7,9,13
924,7,135,2,13
924,135,7,13,2
925,7,5,13,6
925,5,7,6,13
926,7,127,10,13
926,127,7,13,10
927,7,127,13,3
927,127,7,3,13
928,7,128,11,10
928,128,7,10,11
929,7,125,11,10
929,125,7,10,11
930,92,90,11,6
930,90,92,6,11
931,92,91,6,11
931,91,92,11,6
932,92,93,11,9
932,93,92,9,11
933,92,218,10,8
933,218,92,8,10
934,92,219,12,13
934,219,92,13,12
935,161,47,13,12
935,47,161,12,13
936,161,196,11,7
936,196,161,7,11
937,161,105,7,13
937,105,161,13,7
938,161,40,10,11
938,40,161,11,10
939,161,195,15,6
939,195,161,6,15
940,161,51,13,2
940,51,161,2,13
941,161,26,14,6
941,26,161,6,14
942,161,116,11,12
942,116,161,12,11
943,161,318,13,1
943,318,161,1,13
944,161,197,12,7
944,197,161,7,12
945,161,325,15,6
945,325,161,6,15
946,161,197,11,1
946,197,161,1,11
947,161,55,13,10
947,55,161,10,13
948,161,38,11,10
948,38,161,10,11
949,324,325,8,9
949,325,324,9,8
950,324,323,3,13
950,323,324,13,3
951,324,116,4,15
951,116,324,15,4
952,324,323,4,15
952,323,324,15,4
953,324,318,9,12
953,318,324,12,9
954,266,19,4,5
954,19,266,5,4
955,266,332,8,6
955,332,266,6,8
956,266,16,9,7
956,16,266,7,9
957,87,179,6,8
957,179,87,8,6
958,87,206,5,9
958,206,87,9,5
959,87,73,5,13
959,73,87,13,5
960,87,267,9,6
960,267,87,6,9
961,87,302,6,13
961,302,87,13,6
962,87,333,7,8
962,333,87,8,7
963,87,334,8,3
963,334,87,3,8
964,87,84,12,3
964,84,87,3,12
965,87,88,7,8
965,88,87,8,7
966,87,85,11,4
966,85,87,4,11
967,149,71,13,2
967,71,149,2,13
968,149,216,7,9
968,216,149,9,7
969,149,333,2,13
969,333,149,13,2
970,149,148,10,11
970,148,149,11,10
971,149,150,11,9
971,150,149,9,11
972,149,147,13,4
972,147,149,4,13
973,149,335,7,11
973,335,149,11,7
974,149,336,13,7
974,336,149,7,13
975,149,150,5,13
975,150,149,13,5
976,260,249,13,6
976,249,260,6,13
977,260,244,13,11
977,244,260,11,13
978,260,227,12,9
978,227,260,9,12
979,260,244,13,5
979,244,260,5,13
980,260,264,8,13
980,264,260,13,8
981,260,265,11,13
981,265,260,13,11
982,260,262,11,7
982,262,260,7,11
983,260,261,11,10
983,261,260,10,11
984,260,35,15,5
984,35,260,5,15
985,260,265,15,9
985,265,260,9,15
986,260,158,14,15
986,158,260,15,14
987,260,261,13,10
987,261,260,10,13
988,260,264,13,10
988,264,260,10,13
989,260,65,13,2
989,65,260,2,13
990,260,158,15,14
990,158,260,14,15
991,260,286,15,12
991,286,260,12,15
992,135,3,13,4
992,3,135,4,13
993,135,6,8,12
993,6,135,12,8
994,135,11,13,10
994,11,135,10,13
995,135,2,11,9
995,2,135,9,11
996,135,5,13,6
996,5,135,6,13
997,135,238,13,4
997,238,135,4,13
998,135,239,12,13
998,239,135,13,12
999,135,121,15,14
999,121,135,14,15
1000,135,6,9,15
1000,6,135,15,9
1001,135,337,13,10
1001,337,135,10,13
1002,135,30,8,5
1002,30,135,5,8
1003,135,136,4,11
1003,136,135,11,4
1004,135,189,10,8
1004,189,135,8,10
1005,135,136,11,15
1005,136,135,15,11
1006,338,6,1,13
1006,6,338,13,1
1007,338,121,0,13
1007,121,338,13,0
1008,338,337,6,13
1008,337,338,13,6
1009,338,288,7,6
1009,288,338,6,7
1010,338,239,1,15
1010,239,338,15,1
1011,338,240,9,13
1011,240,338,13,9
1012,338,238,11,10
1012,238,338,10,11
1013,239,11,10,13
1013,11,239,13,10
1014,239,6,5,13
1014,6,239,13,5
1015,239,2,7,12
1015,2,239,12,7
1016,239,4,13,6
1016,4,239,6,13
1017,239,3,13,5
1017,3,239,5,13
1018,239,240,13,5
1018,240,239,5,13
1019,239,337,14,10
1019,337,239,10,14
1020,239,6,11,13
1020,6,239,13,11
1021,239,28,13,9
1021,28,239,9,13
1022,239,296,12,11
1022,296,239,11,12
1023,239,339,13,4
1023,339,239,4,13
1024,239,340,12,8
1024,340,239,8,12
1025,239,292,10,11
1025,292,239,11,10
1026,239,257,5,7
1026,257,239,7,5
1027,288,121,0,13
1027,121,288,13,0
1028,288,6,1,13
1028,6,288,13,1
1029,288,337,1,13
1029,337,288,13,1
1030,288,238,10,12
1030,238,288,12,10
1031,227,280,8,12
1031,280,227,12,8
1032,227,249,10,11
1032,249,227,11,10
1033,227,235,9,13
1033,235,227,13,9
1034,227,244,12,6
1034,244,227,6,12
1035,227,249,9,13
1035,249,227,13,9
1036,227,256,10,9
1036,256,227,9,10
1037,227,58,7,15
1037,58,227,15,7
1038,227,231,12,10
1038,231,227,10,12
1039,227,341,10,8
1039,341,227,8,10
1040,227,317,8,12
1040,317,227,12,8
1041,227,229,9,12
1041,229,227,12,9
1042,227,249,8,9
1042,249,227,9,8
1043,240,238,10,5
1043,238,240,5,10
1044,240,337,10,15
1044,337,240,15,10
1045,240,121,1,15
1045,121,240,15,1
1046,240,342,3,15
1046,342,240,15,3
1047,240,343,14,8
1047,343,240,8,14
1048,240,344,5,15
1048,344,240,15,5
1049,240,345,12,8
1049,345,240,8,12
1050,240,346,2,15
1050,346,240,15,2
1051,240,342,4,15
1051,342,240,15,4
1052,240,344,7,9
1052,344,240,9,7
1053,124,125,12,11
1053,125,124,11,12
1054,124,123,13,3
1054,123,124,3,13
1055,124,125,13,8
1055,125,124,8,13
1056,124,39,7,13
1056,39,124,13,7
1057,124,191,13,6
1057,191,124,6,13
1058,124,55,13,6
1058,55,124,6,13
1059,124,24,13,8
1059,24,124,8,13
1060,124,140,11,10
1060,140,124,10,11
1061,124,102,13,6
1061,102,124,6,13
1062,124,344,13,3
1062,344,124,3,13
1063,124,203,13,1
1063,203,124,1,13
1064,124,232,12,15
1064,232,124,15,12
1065,124,137,15,10
1065,137,124,10,15
1066,124,42,3,13
1066,42,124,13,3
1067,209,313,11,10
1067,313,209,10,11
1068,209,347,11,7
1068,347,209,7,11
1069,209,314,11,8
1069,314,209,8,11
1070,209,348,8,13
1070,348,209,13,8
1071,209,187,9,10
1071,187,209,10,9
1072,209,208,8,5
1072,208,209,5,8
1073,209,210,6,7
1073,210,209,7,6
1074,209,81,8,9
1074,81,209,9,8
1075,209,208,9,8
1075,208,209,8,9
1076,209,183,8,11
1076,183,209,11,8
1077,209,172,12,11
1077,172,209,11,12
1078,209,333,10,11
1078,333,209,11,10
1079,209,303,10,11
1079,303,209,11,10
1080,209,204,8,15
1080,204,209,15,8
1081,209,347,12,9
1081,347,209,9,12
1082,209,68,12,7
1082,68,209,7,12
1083,209,348,7,5
1083,348,209,5,7
1084,348,349,11,5
1084,349,348,5,11
1085,348,109,11,10
1085,109,348,10,11
1086,348,207,9,8
1086,207,348,8,9
1087,348,212,11,8
1087,212,348,8,11
1088,348,189,7,10
1088,189,348,10,7
1089,348,81,7,9
1089,81,348,9,7
1090,348,183,7,6
1090,183,348,6,7
1091,348,210,8,5
1091,210,348,5,8
1092,348,189,8,12
1092,189,348,12,8
1093,348,81,4,7
1093,81,348,7,4
1094,348,159,9,11
1094,159,348,11,9
1095,348,109,8,12
1095,109,348,12,8
1096,348,198,12,5
1096,198,348,5,12
1097,348,106,6,11
1097,106,348,11,6
1098,348,312,11,10
1098,312,348,10,11
1099,348,314,9,7
1099,314,348,7,9
1100,143,145,14,4
1100,145,143,4,14
1101,143,144,15,5
1101,144,143,5,15
1102,143,150,7,8
1102,150,143,8,7
1103,143,213,8,5
1103,213,143,5,8
1104,143,212,4,11
1104,212,143,11,4
1105,143,215,11,6
1105,215,143,6,11
1106,143,350,11,8
1106,350,143,8,11
1107,218,267,6,8
1107,267,218,8,6
1108,218,351,8,10
1108,351,218,10,8
1109,218,151,7,9
1109,151,218,9,7
1110,218,352,7,3
1110,352,218,3,7
1111,218,151,5,11
1111,151,218,11,5
1112,218,95,8,9
1112,95,218,9,8
1113,218,88,3,13
1113,88,218,13,3
1114,218,219,7,10
1114,219,218,10,7
1115,218,217,9,3
1115,217,218,3,9
1116,218,91,11,10
1116,91,218,10,11
1117,218,90,14,5
1117,90,218,5,14
1118,204,231,10,9
1118,231,204,9,10
1119,204,55,9,5
1119,55,204,5,9
1120,204,56,8,11
1120,56,204,11,8
1121,204,58,7,13
1121,58,204,13,7
1122,204,250,9,13
1122,250,204,13,9
1123,204,60,13,9
1123,60,204,9,13
1124,204,38,10,9
1124,38,204,9,10
1125,204,112,7,13
1125,112,204,13,7
1126,204,206,11,7
1126,206,204,7,11
1127,204,336,10,1
1127,336,204,1,10
1128,204,111,13,2
1128,111,204,2,13
1129,204,77,13,7
1129,77,204,7,13
1130,204,314,8,9
1130,314,204,9,8
1131,204,68,13,5
1131,68,204,5,13
1132,204,303,10,11
1132,303,204,11,10
1133,204,106,14,11
1133,106,204,11,14
1134,204,303,8,10
1134,303,204,10,8
1135,204,109,10,5
1135,109,204,5,10
1136,145,144,15,3
1136,144,145,3,15
1137,145,322,9,3
1137,322,145,3,9
1138,145,321,3,13
1138,321,145,13,3
1139,145,312,2,13
1139,312,145,13,2
1140,145,267,9,11
1140,267,145,11,9
1141,145,353,13,5
1141,353,145,5,13
1142,145,69,7,13
1142,69,145,13,7
1143,145,353,13,1
1143,353,145,1,13
1144,145,312,2,15
1144,312,145,15,2
1145,145,69,7,4
1145,69,145,4,7
1146,145,354,13,4
1146,354,145,4,13
1147,145,144,10,5
1147,144,145,5,10
1148,145,152,3,7
1148,152,145,7,3
1149,145,352,5,9
1149,352,145,9,5
1150,145,351,11,10
1150,351,145,10,11
1151,145,355,10,9
1151,355,145,9,10
1152,145,352,9,11
1152,352,145,11,9
1153,100,137,1,13
1153,137,100,13,1
1154,100,346,4,13
1154,346,100,13,4
1155,100,344,7,12
1155,344,100,12,7
1156,100,44,2,13
1156,44,100,13,2
1157,100,26,5,10
1157,26,100,10,5
1158,100,343,7,11
1158,343,100,11,7
1159,100,342,4,11
1159,342,100,11,4
1160,100,98,9,13
1160,98,100,13,9
1161,100,97,4,13
1161,97,100,13,4
1162,100,99,3,13
1162,99,100,13,3
1163,100,102,8,11
1163,102,100,11,8
1164,100,101,8,4
1164,101,100,4,8
1165,107,68,13,3
1165,68,107,3,13
1166,107,72,13,4
1166,72,107,4,13
1167,107,77,15,4
1167,77,107,4,15
1168,107,185,10,11
1168,185,107,11,10
1169,107,81,13,10
1169,81,107,10,13
1170,107,105,11,12
1170,105,107,12,11
1171,107,63,9,12
1171,63,107,12,9
1172,107,106,8,13
1172,106,107,13,8
1173,107,311,14,15
1173,311,107,15,14
1174,107,104,15,7
1174,104,107,7,15
1175,107,287,5,13
1175,287,107,13,5
1176,107,189,7,13
1176,189,107,13,7
1177,107,237,7,8
1177,237,107,8,7
1178,107,136,6,8
1178,136,107,8,6
1179,107,189,15,14
1179,189,107,14,15
1180,107,232,9,8
1180,232,107,8,9
1181,356,357,8,13
1181,357,356,13,8
1182,356,69,6,13
1182,69,356,13,6
1183,356,351,8,2
1183,351,356,2,8
1184,356,358,3,13
1184,358,356,13,3
1185,356,95,3,8
1185,95,356,8,3
1186,356,148,3,13
1186,148,356,13,3
1187,356,351,15,7
1187,351,356,7,15
1188,317,17,6,0
1188,17,317,0,6
1189,317,9,9,5
1189,9,317,5,9
1190,317,111,11,4
1190,111,317,4,11
1191,317,13,13,6
1191,13,317,6,13
1192,317,41,13,6
1192,41,317,6,13
1193,317,359,15,5
1193,359,317,5,15
1194,317,257,15,9
1194,257,317,9,15
1195,317,61,11,12
1195,61,317,12,11
1196,317,249,14,6
1196,249,317,6,14
1197,317,105,14,7
1197,105,317,7,14
1198,317,249,13,6
1198,249,317,6,13
1199,317,41,15,7
1199,41,317,7,15
1200,317,58,9,5
1200,58,317,5,9
1201,330,319,13,4
1201,319,330,4,13
1202,330,360,13,3
1202,360,330,3,13
1203,330,172,7,8
1203,172,330,8,7
1204,330,184,9,13
1204,184,330,13,9
1205,330,172,11,8
1205,172,330,8,11
1206,330,185,7,13
1206,185,330,13,7
1207,330,11,7,10
1207,11,330,10,7
1208,330,76,11,10
1208,76,330,10,11
1209,330,9,10,13
1209,9,330,13,10
1210,330,13,11,10
1210,13,330,10,11
1211,330,12,10,9
1211,12,330,9,10
1212,330,306,10,9
1212,306,330,9,10
1213,330,186,6,13
1213,186,330,13,6
1214,330,6,3,13
1214,6,330,13,3
1215,330,76,8,12
1215,76,330,12,8
1216,330,329,13,2
1216,329,330,2,13
1217,330,73,15,6
1217,73,330,6,15
1218,268,315,15,6
1218,315,268,6,15
1219,268,169,15,4
1219,169,268,4,15
1220,268,166,15,2
1220,166,268,2,15
1221,268,169,15,2
1221,169,268,2,15
1222,268,22,14,10
1222,22,268,10,14
1223,268,136,11,12
1223,136,268,12,11
1224,268,173,9,10
1224,173,268,10,9
1225,268,155,8,11
1225,155,268,11,8
1226,268,173,7,10
1226,173,268,10,7
1227,268,196,9,10
1227,196,268,10,9
1228,268,155,7,6
1228,155,268,6,7
1229,166,167,7,6
1229,167,166,6,7
1230,166,22,2,13
1230,22,166,13,2
1231,166,167,12,9
1231,167,166,9,12
1232,333,150,8,9
1232,150,333,9,8
1233,333,352,10,3
1233,352,333,3,10
1234,333,302,9,11
1234,302,333,11,9
1235,333,355,10,6
1235,355,333,6,10
1236,333,73,8,13
1236,73,333,13,8
1237,333,179,11,5
1237,179,333,5,11
1238,333,216,13,6
1238,216,333,6,13
1239,333,71,13,6
1239,71,333,6,13
1240,333,216,13,4
1240,216,333,4,13
1241,333,303,6,14
1241,303,333,14,6
1242,333,159,5,13
1242,159,333,13,5
1243,333,198,11,7
1243,198,333,7,11
1244,333,110,7,9
1244,110,333,9,7
1245,333,207,9,11
1245,207,333,11,9
1246,333,172,5,9
1246,172,333,9,5
1247,361,151,7,8
1247,151,361,8,7
1248,361,334,6,9
1248,334,361,9,6
1249,361,355,5,13
1249,355,361,13,5
1250,361,358,13,3
1250,358,361,3,13
1251,361,352,7,9
1251,352,361,9,7
1252,362,332,1,13
1252,332,362,13,1
1253,362,155,1,13
1253,155,362,13,1
1254,362,267,0,13
1254,267,362,13,0
1255,362,16,5,10
1255,16,362,10,5
1256,362,15,7,11
1256,15,362,11,7
1257,121,120,17,5
1257,120,121,5,17
1258,121,238,13,2
1258,238,121,2,13
1259,121,125,7,11
1259,125,121,11,7
1260,121,116,9,6
1260,116,121,6,9
1261,121,155,7,4
1261,155,121,4,7
1262,121,363,9,3
1262,363,121,3,9
1263,121,184,1,11
1263,184,121,11,1
1264,121,172,12,11
1264,172,121,11,12
1265,121,184,4,9
1265,184,121,9,4
1266,121,6,4,13
1266,6,121,13,4
1267,121,337,7,8
1267,337,121,8,7
1268,238,125,2,13
1268,125,238,13,2
1269,238,123,6,12
1269,123,238,12,6
1270,238,120,2,13
1270,120,238,13,2
1271,339,176,12,9
1271,176,339,9,12
1272,339,364,4,13
1272,364,339,13,4
1273,339,297,5,10
1273,297,339,10,5
1274,339,43,4,13
1274,43,339,13,4
1275,339,291,9,7
1275,291,339,7,9
1276,339,297,1,13
1276,297,339,13,1
1277,339,310,14,4
1277,310,339,4,14
1278,339,365,13,12
1278,365,339,12,13
1279,339,199,10,11
1279,199,339,11,10
1280,73,206,8,9
1280,206,73,9,8
1281,73,179,9,7
1281,179,73,7,9
1282,73,302,13,10
1282,302,73,10,13
1283,73,206,15,14
1283,206,73,14,15
1284,73,66,8,9
1284,66,73,9,8
1285,73,74,15,2
1285,74,73,2,15
1286,73,75,7,11
1286,75,73,11,7
1287,73,313,12,14
1287,313,73,14,12
1288,73,81,12,14
1288,81,73,14,12
1289,73,189,3,13
1289,189,73,13,3
1290,73,185,5,13
1290,185,73,13,5
1291,73,184,1,13
1291,184,73,13,1
1292,73,188,2,9
1292,188,73,9,2
1293,73,76,8,15
1293,76,73,15,8
1294,267,151,8,6
1294,151,267,6,8
1295,267,351,12,4
1295,351,267,4,12
1296,267,358,11,2
1296,358,267,2,11
1297,267,351,10,5
1297,351,267,5,10
1298,267,151,7,4
1298,151,267,4,7
1299,267,155,6,8
1299,155,267,8,6
1300,267,332,8,3
1300,332,267,3,8
1301,267,17,8,9
1301,17,267,9,8
1302,267,69,11,9
1302,69,267,9,11
1303,267,312,2,13
1303,312,267,13,2
1304,267,353,13,4
1304,353,267,4,13
1305,267,69,12,7
1305,69,267,7,12
1306,267,312,7,13
1306,312,267,13,7
1307,311,158,7,13
1307,158,311,13,7
1308,311,303,8,13
1308,303,311,13,8
1309,311,104,13,11
1309,104,311,11,13
1310,311,159,12,11
1310,159,311,11,12
1311,311,103,11,10
1311,103,311,10,11
1312,311,54,8,13
1312,54,311,13,8
1313,311,289,8,13
1313,289,311,13,8
1314,311,108,13,5
1314,108,311,5,13
1315,311,159,15,10
1315,159,311,10,15
1316,311,63,8,13
1316,63,311,13,8
1317,311,366,15,7
1317,366,311,7,15
1318,311,208,10,7
1318,208,311,7,10
1319,311,111,7,14
1319,111,311,14,7
1320,311,72,12,11
1320,72,311,11,12
1321,311,112,11,15
1321,112,311,15,11
1322,311,81,15,11
1322,81,311,11,15
1323,311,313,8,11
1323,313,311,11,8
1324,66,34,7,13
1324,34,66,13,7
1325,66,65,6,11
1325,65,66,11,6
1326,66,10,15,4
1326,10,66,4,15
1327,66,207,8,13
1327,207,66,13,8
1328,66,70,11,4
1328,70,66,4,11
1329,66,69,13,2
1329,69,66,2,13
1330,66,67,9,8
1330,67,66,8,9
1331,66,68,10,9
1331,68,66,9,10
1332,66,72,10,12
1332,72,66,12,10
1333,66,75,6,12
1333,75,66,12,6
1334,66,74,15,0
1334,74,66,0,15
1335,66,60,14,13
1335,60,66,13,14
1336,66,72,10,9
1336,72,66,9,10
1337,66,77,9,15
1337,77,66,15,9
1338,66,320,8,7
1338,320,66,7,8
1339,66,36,12,8
1339,36,66,8,12
1340,66,35,7,13
1340,35,66,13,7
1341,66,113,10,4
1341,113,66,4,10
1342,66,39,11,12
1342,39,66,12,11
1343,66,36,8,11
1343,36,66,11,8
1344,66,116,5,11
1344,116,66,11,5
1345,325,323,9,12
1345,323,325,12,9
1346,325,318,15,10
1346,318,325,10,15
1347,325,323,10,15
1347,323,325,15,10
1348,325,326,13,4
1348,326,325,4,13
1349,325,116,8,13
1349,116,325,13,8
1350,325,319,15,11
1350,319,325,11,15
1351,325,35,0,15
1351,35,325,15,0
1352,325,116,13,11
1352,116,325,11,13
1353,325,36,13,15
1353,36,325,15,13
1354,171,172,9,15
1354,172,171,15,9
1355,171,170,12,5
1355,170,171,5,12
1356,171,13,6,10
1356,13,171,10,6
1357,171,360,8,15
1357,360,171,15,8
1358,171,155,3,15
1358,155,171,15,3
1359,171,154,13,10
1359,154,171,10,13
1360,171,360,9,8
1360,360,171,8,9
